id,field_of_study,name,duration,url,language,mode,deadline,schedule,tution_amount,tution_currency,university_id
240,ADMINISTRATION,Masters Of Arts In Public Administration,48.0,,English,CAMPUS,,FULLTIME,,,164
241,ADMINISTRATION,Master Of Supply Chain Management,,,English,CAMPUS,,,,,1321
242,ADMINISTRATION,Advanced Master Airline Management,12.0,,English,CAMPUS,,FULLTIME,,,166
243,ADMINISTRATION,Master Of Human Resources Management Mhrm,,,English,CAMPUS,,,,,202
244,ADMINISTRATION,Master In Public Administration,,,Korean,CAMPUS,,,,,519
245,ADMINISTRATION,Executive Masters In Organisational Change,24.0,,English,CAMPUS,,PARTTIME,35000.0,GBP,169
246,ADMINISTRATION,Master Of Human Resource Management Mhrm,,,English,CAMPUS,,,17244.0,USD,202
247,ADMINISTRATION,Msc Leadership And Human Resource Management,,,English,CAMPUS,,FULLTIME,15000.0,EUR,125
248,ADMINISTRATION,State And Municipal Administration Masters,24.0,,Russian,CAMPUS,,FULLTIME,,,171
249,ADMINISTRATION,Masters Degree In Military Science And Technology,,,Estonian,CAMPUS,,,,,172
250,ADMINISTRATION,Msc Human Resource Management,,,English,CAMPUS,,FULLTIME,15000.0,GBP,46
251,ADMINISTRATION,Logistics,,,,CAMPUS,,FULLTIME,,,386
252,ADMINISTRATION,Ma European Studies Public Policy And Administration,,,English,CAMPUS,,FULLTIME,2168.0,EUR,175
253,ADMINISTRATION,Ma International Logistics Management,24.0,,English,CAMPUS,,FULLTIME,6500.0,USD,176
254,ADMINISTRATION,Msc In Maritime Economics Logistics Mel,24.0,https://www.maritimeeconomics.com/msc-programme/programme-curriculum/,English,CAMPUS,,FULLTIME,27250.0,EUR,177
255,ADMINISTRATION,Msc In Maritime Economics Logistics Mel,24.0,https://www.maritimeeconomics.com/msc-programme/programme-curriculum/,English,CAMPUS,,PARTTIME,27250.0,EUR,177
256,ADMINISTRATION,Master In Management And Human Resources Management,,,Spanish,CAMPUS,,FULLTIME,,,301
257,ADMINISTRATION,Master Management In Big Data Management,12.0,,English,ONLINE,,FULLTIME,9547.0,EUR,179
258,ADMINISTRATION,Payroll Specialist Graduate Program,,,English (Canada),CAMPUS,,,,,180
259,ADMINISTRATION,Master Of Public Administration,18.0,,Spanish,ONLINE,,PARTTIME,,,519
260,ADMINISTRATION,Msc In Logistics And Operations Management,,,English,CAMPUS,,FULLTIME,8700.0,GBP,182
261,ADMINISTRATION,Ma In International Public And Business Administration,24.0,,English,CAMPUS,,FULLTIME,7000.0,EUR,183
262,ADMINISTRATION,Master In Work Organisational Psychology,,,English,CAMPUS,,FULLTIME,,,18
263,ADMINISTRATION,Master In Social Sector Leadership And Nonprofit Management,12.0,,English,CAMPUS,,FULLTIME,45000.0,USD,184
264,ADMINISTRATION,Mpa Policy Analysis And Analytics,18.0,,English,ONLINE,,PARTTIME,,,106
265,ADMINISTRATION,Fulltime Msc Shipping And Transport,18.0,,English,CAMPUS,,FULLTIME,17000.0,EUR,185
266,ADMINISTRATION,Master In Human Capital Management,,,Spanish (Mexican),CAMPUS,,,,,162
267,ADMINISTRATION,Master Of Public Administration,,,English,ONLINE,,FULLTIME,12458.0,USD,519
268,ADMINISTRATION,Master Of Public Administration,,,English,ONLINE,,PARTTIME,12458.0,USD,519
269,ADMINISTRATION,Master In Organizational Leadership Human Resources Management Track,16.0,,English,CAMPUS,,FULLTIME,255.0,USD,188
270,ADMINISTRATION,Master In Organizational Leadership Human Resources Management Track,16.0,,English,CAMPUS,,PARTTIME,255.0,USD,188
271,ADMINISTRATION,Specialization In Strategic Human Resources Management,,,Spanish (Argentina),CAMPUS,,,,,189
272,ADMINISTRATION,Msc In Shipping Management,24.0,,English,CAMPUS,,FULLTIME,12500.0,EUR,13
273,ADMINISTRATION,Msc In Shipping Management,24.0,,English,CAMPUS,,PARTTIME,12500.0,EUR,13
274,ADMINISTRATION,Msc Human Resources Management,24.0,,English,CAMPUS,,FULLTIME,20200.0,GBP,46
275,ADMINISTRATION,Msc Human Resources Management,24.0,,English,CAMPUS,,PARTTIME,20200.0,GBP,46
276,ADMINISTRATION,Msc In Management And Human Resource Management,12.0,,English,CAMPUS,,FULLTIME,21500.0,GBP,55
277,ADMINISTRATION,Master Of Public Administration Downtown Phoenix,16.0,,English,CAMPUS,,FULLTIME,1400.0,USD,87
278,ADMINISTRATION,Msc Engineering Management,24.0,,English,CAMPUS,,FULLTIME,15000.0,EUR,499
279,ADMINISTRATION,Msc Engineering Management,24.0,,English,CAMPUS,,PARTTIME,15000.0,EUR,499
280,ADMINISTRATION,Msc Sustainable Maritime Operations,12.0,,English,ONLINE,,PARTTIME,8600.0,GBP,193
281,ADMINISTRATION,Extended Msc International Business With Human Resource Management With Advanced Practice,24.0,,English,CAMPUS,,FULLTIME,9500.0,GBP,21
282,ADMINISTRATION,Msc In Logistics And Supply Chain Management Executive Senior Leader Apprenticeship,26.0,https://www.cranfield.ac.uk/som/management-and-leadership-masterships?utm_medium=Listing%20Site&utm_source=MasterStudies&utm_campaign=MasterstudiesSoM2018MIML,English,CAMPUS,,PARTTIME,19000.0,GBP,191
283,ADMINISTRATION,Master In Human Resources Digitization Hr People Analytics Online,24.0,,Spanish,ONLINE,,FULLTIME,9100.0,EUR,5
284,ADMINISTRATION,Master In Human Resources Digitization Hr People Analytics Online,24.0,,Spanish,ONLINE,,PARTTIME,9100.0,EUR,5
285,ADMINISTRATION,Extended Msc International Business With Human Resource Management,15.0,,English,CAMPUS,,FULLTIME,6500.0,GBP,21
286,ADMINISTRATION,Business Logistics Msc,,,Polish,CAMPUS,,,,,194
287,ADMINISTRATION,Masters Program In The Graduate School Of Human Life Science,,,Japanese,CAMPUS,,,,,195
288,ADMINISTRATION,Logistics And Supply Chain Management Msc,24.0,https://www.westminster.ac.uk/logistics-and-supply-chain-management-msc?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b1_dcdi_arch_logistics_supply_chain_management_msc,English,CAMPUS,,FULLTIME,12500.0,GBP,304
289,ADMINISTRATION,Logistics And Supply Chain Management Msc,24.0,https://www.westminster.ac.uk/logistics-and-supply-chain-management-msc?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b1_dcdi_arch_logistics_supply_chain_management_msc,English,CAMPUS,,PARTTIME,12500.0,GBP,304
290,ADMINISTRATION,Master Of Science In Logistics And Supply Chain Management University College Dublin,18.0,,English,CAMPUS,,PARTTIME,,,196
291,ADMINISTRATION,Master Of Science In Logistics And Supply Chain Management University College Dublin,18.0,,English,ONLINE,,PARTTIME,,,196
292,ADMINISTRATION,Master In Informatics In Public Administration,24.0,,English,CAMPUS,,FULLTIME,3500.0,EUR,126
293,ADMINISTRATION,Master Of Science In Human Resource Management University College Dublin,18.0,,English,CAMPUS,,PARTTIME,,,196
294,ADMINISTRATION,Master Of Science In Human Resource Management University College Dublin,18.0,,English,ONLINE,,PARTTIME,,,196
295,ADMINISTRATION,Master Of Business Administration,,,English,CAMPUS,,,,,494
296,ADMINISTRATION,Master In Public Administration Major In Public And Nonprofit Management,24.0,,English,CAMPUS,,FULLTIME,480.0,USD,NULL
297,ADMINISTRATION,Master In Public Administration Major In Public And Nonprofit Management,24.0,,Spanish,CAMPUS,,FULLTIME,480.0,USD,NULL
298,ADMINISTRATION,Master Of Public Administration,,,English,CAMPUS,,,,,519
299,ADMINISTRATION,Masters Degree In Government And Public Administration,9.0,,Spanish,CAMPUS,,FULLTIME,6600.0,EUR,200
300,ADMINISTRATION,Masters Degree In Government And Public Administration,9.0,,Spanish,CAMPUS,,PARTTIME,6600.0,EUR,200
301,ADMINISTRATION,Masters Degree In Government And Public Administration,9.0,,Spanish (Spain),CAMPUS,,FULLTIME,6600.0,EUR,200
302,ADMINISTRATION,Masters Degree In Government And Public Administration,9.0,,Spanish (Spain),CAMPUS,,PARTTIME,6600.0,EUR,200
303,ADMINISTRATION,Msc In Human Resource Management,60.0,,English,ONLINE,,PARTTIME,8820.0,GBP,46
304,ADMINISTRATION,Master Of Human Resource Management,8.0,,,CAMPUS,,FULLTIME,,,202
305,ADMINISTRATION,Master In Management And Management Of Human Capital,,,Spanish (Spain),ONLINE,,,,,203
306,ADMINISTRATION,Msc International Human Resource Management In The Digital Age,24.0,,English,CAMPUS,,FULLTIME,12500.0,EUR,204
307,ADMINISTRATION,Master Of Arts In Human Resources,9.0,,English,CAMPUS,,FULLTIME,,,205
308,ADMINISTRATION,Master Of Arts In Human Resources,9.0,,English,CAMPUS,,PARTTIME,,,205
309,ADMINISTRATION,Msc Business Analytics Operational Research And Risk Analysis,12.0,,English,CAMPUS,,FULLTIME,27500.0,GBP,206
310,ADMINISTRATION,International Master In Human Resources And Employment Italianspanish,0.0,,,ONLINE,,PARTTIME,1920.0,EUR,207
311,ADMINISTRATION,Msc Supply Chain Management And Logistics,24.0,,English,CAMPUS,,FULLTIME,7500.0,GBP,208
312,ADMINISTRATION,Msc Supply Chain Management And Logistics,24.0,,English,CAMPUS,,PARTTIME,7500.0,GBP,208
313,ADMINISTRATION,Master Of Human Capital Leadership,15.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,46010.0,SGD,209
314,ADMINISTRATION,Master Of Human Capital Leadership,15.0,,English,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,46010.0,SGD,209
315,ADMINISTRATION,Master Of Human Capital Leadership,15.0,,English,CAMPUS,,FULLTIME,46010.0,SGD,209
316,ADMINISTRATION,Master Of Human Capital Leadership,15.0,,English,CAMPUS,,PARTTIME,46010.0,SGD,209
317,ADMINISTRATION,Master Of Human Capital Leadership,15.0,,English,ONLINE,,FULLTIME,46010.0,SGD,209
318,ADMINISTRATION,Master Of Human Capital Leadership,15.0,,English,ONLINE,,PARTTIME,46010.0,SGD,209
319,ADMINISTRATION,Postgraduate In Human Resource Management,9.0,,Portuguese,CAMPUS,,PARTTIME,,,75
320,ADMINISTRATION,Master Of Public Administration Mpa,,,English,,,,,,68
321,ADMINISTRATION,Trade Business Commercial Logistics Masters Degree,30.0,,Russian,CAMPUS,,FULLTIME,,,211
322,ADMINISTRATION,Trade Business Commercial Logistics Masters Degree,30.0,,Russian,CAMPUS,,PARTTIME,,,211
323,ADMINISTRATION,Master In Shipping Transport,,,English,CAMPUS,,FULLTIME,11890.0,EUR,212
324,ADMINISTRATION,Skill In Administration,20.0,,Spanish,CAMPUS,,FULLTIME,,,447
325,ADMINISTRATION,Official Masters Degree In Human Resources Management,5.0,,Spanish,ONLINE,,FULLTIME,7560.0,EUR,503
326,ADMINISTRATION,Official Masters Degree In Human Resources Management,5.0,,Spanish,ONLINE,,PARTTIME,7560.0,EUR,503
327,ADMINISTRATION,Erasmus Mundus Joint Master In Public Sector Innovation And Egovernance Leuven Et Al,24.0,http://www.kuleuven.be/onlineopendays,English,CAMPUS,,FULLTIME,,,148
328,ADMINISTRATION,Master In Management And Development Of People And Teams,12.0,,Spanish,ONLINE,,FULLTIME,11400.0,EUR,147
329,ADMINISTRATION,Master In Operations Management Logistics Online,12.0,,English,ONLINE,,FULLTIME,4100.0,EUR,214
330,ADMINISTRATION,European Human Resource Management Master,24.0,,French,ONLINE,,,,,137
331,ADMINISTRATION,Ms In Logistics Digitalization,,,German,CAMPUS,,,,,216
332,ADMINISTRATION,Masters Degree In People Management And Human Resource Management,,,Spanish,ONLINE,,FULLTIME,,,301
333,ADMINISTRATION,Master In Human Resource Management,12.0,,Portuguese,CAMPUS,,PARTTIME,6750.0,EUR,46
334,ADMINISTRATION,Mpa Masters In Public Administration,,,English,,,,,,519
335,ADMINISTRATION,Msc International Human Resource Management And Comparative Industrial Relations,12.0,,English,CAMPUS,,FULLTIME,24000.0,GBP,206
336,ADMINISTRATION,Master In Human Resource Management,24.0,,Portuguese (Portugal),CAMPUS,,PARTTIME,,,46
337,ADMINISTRATION,Master Of Science In Human Resource Management,24.0,http://events.uibs.org/category/upcoming-webinars/,English,CAMPUS,,FULLTIME,,,9
338,ADMINISTRATION,Master Of Science In Human Resource Management,24.0,http://events.uibs.org/category/upcoming-webinars/,English,CAMPUS,,PARTTIME,,,9
339,ADMINISTRATION,Master In Operations Logistics And Distribution Management,,,Spanish,CAMPUS,,,,,221
340,ADMINISTRATION,Master Of Operations Management,12.0,,Spanish,ONLINE,,FULLTIME,,,162
341,ADMINISTRATION,Msc Public Administration,,,English,CAMPUS,,FULLTIME,2209.0,EUR,223
342,ADMINISTRATION,Masters Degree In Operations Management,,,Spanish (Spain),CAMPUS,,,,,139
343,ADMINISTRATION,Professional Master In Public Administration,22.0,,Portuguese (Brazil),CAMPUS,,FULLTIME,70862.0,BRL,80
344,ADMINISTRATION,Professional Master In Public Administration,22.0,,Portuguese (Brazil),CAMPUS,,PARTTIME,70862.0,BRL,80
345,ADMINISTRATION,Bachelor Of Social Work Ms In Nonprofit Leadership Duallevel Program,,,English,,,,,,225
346,ADMINISTRATION,Master Of Public Administration Mpa,,,English,,,,,,68
347,ADMINISTRATION,Masters Degree In People Management And Organizational Development Mdpo,10.0,,Spanish,CAMPUS,,FULLTIME,15900.0,EUR,227
348,ADMINISTRATION,Master In Labor Relations,,,Spanish (Argentina),CAMPUS,,,,,228
349,ADMINISTRATION,Public Administration And Management,,,English,,,,,,229
350,ADMINISTRATION,Public Administration And Management,,,Rumenian,,,,,,229
351,ADMINISTRATION,Master In Operations And Logistics Management,,,Spanish,ONLINE,,PARTTIME,,,230
352,ADMINISTRATION,Master Of Science In Employment Law,24.0,,English,ONLINE,,FULLTIME,736.0,USD,231
353,ADMINISTRATION,Master Of Science In Employment Law,24.0,,English,ONLINE,,PARTTIME,736.0,USD,231
354,ADMINISTRATION,Ma In Human Resources Counseling,24.0,https://apply.pte.hu/enter/86,English,CAMPUS,,FULLTIME,2350.0,EUR,NULL
355,ADMINISTRATION,Master Of Public Administration And Policy,24.0,,English,ONLINE,,PARTTIME,,,233
356,ADMINISTRATION,Mpa Master Of Public Administration,36.0,,English,ONLINE,,FULLTIME,,,68
357,ADMINISTRATION,Mpa Master Of Public Administration,36.0,,English,ONLINE,,PARTTIME,,,68
358,ADMINISTRATION,Msc In Operations Management,24.0,,English,CAMPUS,,PARTTIME,78750.0, AED,235
359,ADMINISTRATION,Msc Human Resource Management And Industrial Relations,12.0,,English,CAMPUS,,FULLTIME,24000.0,GBP,206
360,ADMINISTRATION,Msc Logistics Supply Chain,16.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,8745.0,GBP,236
361,ADMINISTRATION,Msc Logistics Supply Chain,16.0,,English,CAMPUS,,FULLTIME,8745.0,GBP,236
362,ADMINISTRATION,Msc Logistics Supply Chain,16.0,,English,ONLINE,,FULLTIME,8745.0,GBP,236
363,ADMINISTRATION,Executive Master In Personnel Administration And Human Resource Management,,,Italian,CAMPUS,,FULLTIME,,,237
364,ADMINISTRATION,Master In Human Development,,,Spanish (Colombia),CAMPUS,,,,,92
365,ADMINISTRATION,Professional Masters Degree In Business Administration With An Emphasis On Human Resources,,,Spanish,CAMPUS,,,,,239
366,ADMINISTRATION,Master Of Administration Human Resources,,,Spanish (Mexican),CAMPUS,,,,,240
367,ADMINISTRATION,Mpa Fiscal Management,18.0,,English,ONLINE,,PARTTIME,,,106
368,ADMINISTRATION,Master In Human Resources Management And Talent Management,12.0,,Spanish,ONLINE,,FULLTIME,7500.0,EUR,241
369,ADMINISTRATION,Master In Human Resources Management And Talent Management,12.0,,Spanish,ONLINE,,PARTTIME,7500.0,EUR,241
370,ADMINISTRATION,Research Master In Public Administration And Organisational Science,24.0,,English,CAMPUS,,FULLTIME,12300.0,EUR,18
371,ADMINISTRATION,Master Of Science In Human Resources,26.0,,English,ONLINE,,PARTTIME,,,242
372,ADMINISTRATION,Msc Operations And Supply Chain Management,,,English,CAMPUS,,FULLTIME,15700.0,GBP,479
373,ADMINISTRATION,Masters Degree In Public Affairs With A Specialization In Administration Of The Arts,,,Spanish,CAMPUS,,,,,244
374,ADMINISTRATION,Global Master In Supply Chain Management Logistics,12.0,,Spanish,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,12500.0,EUR,144
375,ADMINISTRATION,Global Master In Supply Chain Management Logistics,12.0,,Spanish,CAMPUS,,FULLTIME,12500.0,EUR,144
376,ADMINISTRATION,Global Master In Supply Chain Management Logistics,12.0,,Spanish,ONLINE,,FULLTIME,12500.0,EUR,144
377,ADMINISTRATION,Msc In Operations Project And Supply Chain Management,12.0,,English,CAMPUS,,FULLTIME,24000.0,GBP,206
378,ADMINISTRATION,Master Of Arts In Nonprofit Management And Leadership,,https://bit.ly/3CLUQyS,English,CAMPUS,,FULLTIME,10550.0,USD,245
379,ADMINISTRATION,Masters Degree In Human Resources Management,12.0,,Spanish,ONLINE,,PARTTIME,,,503
380,ADMINISTRATION,Msc Logistics And Supply Chain Management,24.0,,English,CAMPUS,,FULLTIME,8200.0,OMR,304
381,ADMINISTRATION,Msc Logistics And Supply Chain Management,24.0,,English,CAMPUS,,PARTTIME,8200.0,OMR,304
382,ADMINISTRATION,Master In Logistics Management,,,Spanish (Colombia),CAMPUS,,,,,529
383,ADMINISTRATION,Master Of Public Administration,,,,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,8162.0,USD,519
384,ADMINISTRATION,Master Of Public Administration,,,,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,8162.0,USD,519
385,ADMINISTRATION,Master Of Public Administration,,,,CAMPUS,,FULLTIME,8162.0,USD,519
386,ADMINISTRATION,Master Of Public Administration,,,,CAMPUS,,PARTTIME,8162.0,USD,519
387,ADMINISTRATION,Master Of Public Administration,,,,ONLINE,,FULLTIME,8162.0,USD,519
388,ADMINISTRATION,Master Of Public Administration,,,,ONLINE,,PARTTIME,8162.0,USD,519
389,ADMINISTRATION,Msc Sustainable Maritime Operations Topup,12.0,,English,ONLINE,,PARTTIME,4450.0,GBP,193
390,ADMINISTRATION,Qualifi Level Diploma In Human Resource Management,,,English,,,,,,250
391,ADMINISTRATION,Master Of Science In Learning Talent Development Msltd,,,English,CAMPUS,,,,,251
392,ADMINISTRATION,Msc In Operations Excellence,24.0,,English,CAMPUS,,PARTTIME,21500.0,GBP,252
393,ADMINISTRATION,Msc In Logistics And Supply Chain Management Executive,26.0,,English,CAMPUS,,PARTTIME,19000.0,GBP,191
394,ADMINISTRATION,Master In Management And Human Resources Management,12.0,,Spanish,ONLINE,,FULLTIME,9100.0,EUR,301
395,ADMINISTRATION,Master In Management And Human Resources Management,12.0,,Spanish,ONLINE,,PARTTIME,9100.0,EUR,301
396,ADMINISTRATION,Mpa Nonprofit Management,18.0,,English,ONLINE,,PARTTIME,,,106
397,ADMINISTRATION,Master In Integrated Logistics And Supply Chain Online,12.0,,English,ONLINE,,FULLTIME,4800.0,EUR,214
398,ADMINISTRATION,International Master In Digital Supply Chain Management Operations Procurement And Logistics,12.0,,English,CAMPUS,,FULLTIME,18500.0,EUR,253
399,ADMINISTRATION,Msc Human Resource Management,24.0,,English,CAMPUS,,FULLTIME,20500.0,GBP,46
400,ADMINISTRATION,Msc Human Resource Management,24.0,,English,CAMPUS,,PARTTIME,20500.0,GBP,46
401,ADMINISTRATION,Master In Human Resource Management,9.0,,Spanish,CAMPUS,,FULLTIME,,,46
402,ADMINISTRATION,Msc In Sustainable Energy Logistics,24.0,,English,CAMPUS,,FULLTIME,745.0,NOK,255
403,ADMINISTRATION,Msc In Logistics And Supply Chain Management Months,10.0,,English,ONLINE,,FULLTIME,6500.0,GBP,256
404,ADMINISTRATION,Msc In Logistics And Supply Chain Management Months,10.0,,English,ONLINE,,PARTTIME,6500.0,GBP,256
405,ADMINISTRATION,Master In Supply Chain Management Logistics,12.0,,Spanish,CAMPUS,,FULLTIME,15000.0,EUR,144
406,ADMINISTRATION,Master Of Public Administration Mpa Specialization In Nonprofit,,,English,CAMPUS,,,,,257
407,ADMINISTRATION,Master Of Maritime Business Administration And Logistics Mmal,,,English,,,,,,258
408,ADMINISTRATION,Master In Administration,,,Spanish (Mexican),CAMPUS,,,,,259
409,ADMINISTRATION,Global Logistics And Supply Chain Management Masters Degree,,,,,,,,,260
410,ADMINISTRATION,Master Of Human Resources Management,,,Spanish (Spain),CAMPUS,,,,,202
411,ADMINISTRATION,Msc Human Resource Management,,,English,CAMPUS,,FULLTIME,12450.0,GBP,46
412,ADMINISTRATION,Master In Public Administration,,,English,CAMPUS,,,,,519
413,ADMINISTRATION,Master In Human Resources Management,,,Spanish (Mexican),CAMPUS,,,,,46
414,ADMINISTRATION,Msc In Economics Economics And Organization Of Enterprises,16.0,,English,CAMPUS,,FULLTIME,2200.0,EUR,265
