name,image_url
University of South Australia,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/92/92876_thumb.jpg"
Autonomous University of Durango (UAD),"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/153057_Durango.png"
USP University Of Sao Paulo and Institute of Tropical Medicine,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/156736_USP.png"
Ion Mincu University of Architecture and Urbanism (UAUIM),"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/92/92061_thumb.png"
VSB - Technical University of Ostrava,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/12/120264_VSB-TUOochrannazona-EN.png"
University of California Los Angeles UCLA,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/144972_download59.png"
Massachusetts College of Art and Design,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/139278_massartlogo.jpg"
University of TOURS,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/85/85953_thumb.png"
Rutgers University - New Brunswick Edward J. Bloustein School of Planning and Public Policy,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/151951_download2.png"
University of Parma,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/11/115719_uniprnotext2.png"
Ohio State University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/139998_ohiostate.png"
Taylor’s University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/90/90353_thumb.jpg"
"University Of Architecture, Civil Engineering And Geodesy","https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/143790_logo_UACG_300.png"
Bau Design College of Barcelona,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/90/90948_thumb.jpg"
Texas A&M University College of Architecture,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/148020_TexasAM.png"
University of the Witwatersrand,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/92/92754_thumb.jpg"
The George Washington University - Columbian College of Arts & Sciences,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/95/95047_thumb.png"
IED – Istituto Europeo di Design Barcelona,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/96/96155_thumb.jpg"
"University of Nevada, Las Vegas College of Fine Arts","https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/140444_nevadafinearts.png"
Politecnico di Torino: Inter-university Department of Regional and Urban Studies and Planning,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/152750_LogoPoli.jpg"
Satbayev University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/162489_logo_karantin_web_eng.png"
ISAD - Istituto Superiore di Architettura e Design,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/95/95753_thumb.jpg"
University of Bogota Jorge Tadeo Lozano,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/150175_utadeo.jpeg"
Universidad Nacional De General Sarmiento,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/168142_Capturadepantalla2021-08-26alas14.15.18.png"
Maebashi Institute Of Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/160086_Maebashi.jpeg"
Florida State University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/139400_FSUlogo.png"
UniLaSalle,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/95/95515_thumb.png"
University Of Seoul,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/164505_US.png"
Technical University of Liberec,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/96/96245_thumb.jpg"
LABASAD - Barcelona School of Arts & Design,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/12/127715_LogoLabasad.png"
Universidad La Salle Noroeste,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/168067_Capturadepantalla2021-08-25alas6.49.21.png"
Bahcesehir University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/96/96911_thumb.jpg"
National University Of Rosario (Universidad Nacional Del Rosario),"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/155189_Rosario.png"
Temple University Tyler School of Art and Architecture,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/141770_temple.jpg"
École de Condé,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/92/92700_thumb.png"
Cracow University of Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/93/93559_thumb.jpg"
Estonian Academy of Arts,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/143618_EKA_logo_black-MS.png"
University of Algarve,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/94/94420_thumb.png"
Politehnica University Timisoara,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/94/94325_thumb.jpg"
Wentworth Institute Of Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/151649_Wentworth_wikipedia.jpg"
QUB Faculty of Engineering and Physical Sciences (EPS),"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/11/112405_1.png"
New Jersey Institute of Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/97/97100_thumb.jpg"
Benito Juárez Autonomous University of Oaxaca (Universidad Autónoma Benito Juárez de Oaxaca (UABJO)),"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/153522_Benito.png"
Mediterranea University of Reggio Calabria,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/94/94456_thumb.jpg"
Academy of Art University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/133454_133384_AAU_Logo_Line-color-1.eps.jpg"
"Faculty of Architecture and Design, Slovak University of Technology in Bratislava","https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/140097_STU-FAD-anfv.png"
STAR Studium ArchitecturAe Florence Design School,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/17/172022_LOGOSTAR-Rectangle.jpg"
University of Flores,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/151536_UFLO.png"
Federal University De Viçosa - UFV,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/156184_UFV.png"
CEPT University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/164105_CEPT.jpeg"
Vietnamese-German University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/90/90673_thumb.jpg"
Wuhan University of Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/11/116703_logo.jpg"
Junia Graduate School of Engineering,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/161206_Yncrea_BM_ISEN-_horizontal-1.jpg"
Southern Federal University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/12/127887_sfedu-V-13-L_eng.png"
New York School of Interior Design,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/95/95033_thumb.png"
University of Europe for Applied Sciences,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/140129_thumbnail_MicrosoftTeams-image2.png"
Future University Hakodate,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/165013_Future.jpeg"
"Florida International University College of Communication, Architecture + The Arts","https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/139967_fiucommunication.png"
Agricultural University of Iceland,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/157405_Landbunadarhaskoli_Seal.png"
University of Guadalajara,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/149323_guadalajara.jpg"
Writtle University College,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/147378_085-writtle.jpeg"
College of Charleston: School of the Arts,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/168444_commu-plann-polic-desig.png"
Kungliga tekniska högskolan (on behalf of EIT Urban Mobility),"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/148054_EITUrbanMobilityMASTERSCHOOL.png"
Tampere University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/12/127599_TampereUniversity.jpg"
Universidad Politécnica de Puerto Rico (Polytechnic University of Puerto Rico),"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/140438_politecnicapuertorico.png"
Ain Shams University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/97/97282_thumb.jpg"
"Umeå University, Faculty of Arts and Humanities","https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/155722_1200px-Umea_University_Logo.svg.png"
San Francisco Institute Of Architecture,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/144383_download15.jpg"
Malmö University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/96/96234_thumb.png"
Arts University Bournemouth,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/161834_AUBStackedlogo150px_150px.jpg"
Utah State University S.J. & Jessie E. Quinney College of Natural Resources,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/141948_utahstate.jpg"
Estonian University of Life Sciences,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/160952_160607_EMULogo.png"
"University of Nevada, Las Vegas","https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/148530_UNLV.png"
National Taipei University - International Program on Urban Governance,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/164564_URBAN.png"
Falmouth University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/12/126127_16729233_1226758637393174_7113994622436575230_n.jpg"
Barriga Verde University Centre (Centro Universitario Barriga Verde (UNIBAVE)),"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/156777_Unibave.jpeg"
IDesigner School,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/149212_ldesigner.png"
SOAS University of London,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/97/97292_thumb.jpg"
Universidad de Sevilla,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/139022_Universidad_de_Sevilla_logo.png"
University of British Columbia - Faculty of Applied Science,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/10/109713_95532_UBC.png"
Warsaw University of Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/95/95620_thumb.png"
Rensselaer Polytechnic Institute,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/152713_OIP51.jfif"
Kuwait University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/149422_ku_website_logo_ar.jpg"
Hasselt University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/11/111076_UHasselt-standaard-181x136.png"
DOBA Business School,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/96/96627_thumb.png"
Amsterdam University of the Arts - Academy of Architecture,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/10/109865_45427190_2147672758605813_1375412260922458112_n.jpg"
Moscow Architectural Institute,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/143429_images.jpg"
Umeå University - Faculty of Science and Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/132588_umu-logotyp-EN.png"
The University of Texas at San Antonio,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/11/112982_UTSAwordmark.png"
RMIT - Royal Melbourne Institute of Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/10/108129_images.png"
Drury University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/93/93376_thumb.jpg"
California State Polytechnic University Pomona College of Environmental,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/139992_pomona.png"
College of Fine & Applied Arts  at the University of Illinois at Urbana-Champaign,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/150554_593.JPG"
Konkuk University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/143991_download1.png"
Rice University School of Architecture,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/141313_rice.png"
Universidade Lusófona do Porto,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/94/94282_thumb.jpg"
Central-Asian University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/143213_logo_c_393838.png"
fisD consortium,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/91/91863_thumb.gif"
The Conway School,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/93/93064_thumb.png"
The Hong Kong Polytechnic University School of Design,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/136689_PolyU_Design_2015.png"
Stockholm University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/96/96370_thumb.png"
University of Dundee,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/96/96807_thumb.png"
University of Nottingham Ningbo China,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/138963_logo.jpg"
IAAD + Écoles de Condé,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/92/92715_thumb.jpg"
Aksaray University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/146706_download-2020-12-02T015258.651.png"
California College of the Arts,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/95/95193_thumb.jpg"
Western Sydney University International College,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/154143_wsu.jpeg"
Boston Architectural College,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/147488_download-2020-12-07T132651.561.png"
S. Seifullin Kazakh Agro Technical University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/143821_KTU-480x480.jpg"
Madeira Interactive Institute (University of Madeira),"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/155698_Madeira.png"
University of Helsinki,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/93/93407_thumb.png"
Brno University of Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/95/95147_thumb.png"
Université Côte d’Azur (UCA),"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/97/97540_thumb.jpg"
Macromedia University of Applied Sciences,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/10/109592_macromedia-logo-m-20mm.jpg"
Azerbaijan University Of Architecture And Construction,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/94/94100_thumb.png"
"University of Luxembourg, Faculty of Humanities, Education and Social Sciences","https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/132024_LogoUNIFaculty_FHSE_ENJPG.jpg"
University Centre of the Westfjords,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/93/93077_thumb.png"
Universidad Nacional De Quilmes,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/168250_Capturadepantalla2021-08-29alas10.30.05.png"
Ural State University Of Architecture And Art,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/145207_abc43d99d49e2c9f950c3e9d2fc213c0.jpg"
Gazi University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/146697_download65.jpg"
ARCHIP – Architectural Institute in Prague,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/166788_ARCHIP_logo.jpg"
Kaunas University of Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/130763_KTUlogoEN.png"
"Alabama A&M University College of Agricultural, Life and Natural Sciences","https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/152182_Alabama.png"
University of Wisconsin-Milwaukee,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/148575_University_of_Wisconsin-Milwaukee_seal.svg.png"
University of San Francisco - College of Arts & Sciences,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/91/91817_thumb.jpg"
ESDESIGN - Escuela Superior de Diseño de Barcelona,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/132625_log.PNG"
Centro De E-Learning UTN FRBA Secretaría   De Cultura Y Extensión Universitaria Facultad Regional Buenos Aires UTN,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/166446_Capturadepantalla2021-07-14alas11.02.11.png"
Bilkent University Graduate School of Engineering and Science,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/12/125792_125717_BilkentLogo.jpg"
Norwegian University of Science and Technology (NTNU),"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/94/94919_thumb.png"
Georgia Institute of Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/132750_georgia-tech-georgia-institute-of-technology-vector-logo.png"
Metropolitan University Of Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/154106_UTEM.png"
North Dakota State University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/11/116238_116189_CoBlogo1000x311px.png"
Kao Yuan University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/164754_kao.yuan.png"
Academie Charpentier,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/11/116298_116254_AcademieCharpentierlogo.jpg"
Kansas State University Manhattan Campus,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/139094_kansas-state-university-logo.jpg"
Anant National University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/143686_logo-header.png"
Zuyd University of Applied Sciences,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/91/91315_thumb.png"
National University of Engineering -   Universidad Nacional De Ingeniería,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/157569_Peru.jpeg"
Prairie View A&M University/PVAM,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/152577_OIP44.jfif"
West Pomeranian University of Technology,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/11/118708_118673_logo.png"
University of Louisiana at Lafayette College of the Arts,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/140123_lafayetteengineering.png"
The College of Mexico,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/153387_Elcolegiodemexico.jpg"
The Cooper Union,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/92/92126_thumb.png"
University Santa Cruz do Sul (Universidade de Santa Cruz do Sul),"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/156817_SantaCruz.png"
ESDi - Design School,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/97/97209_thumb.jpg"
Ecole Supérieure De Publicité,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/142943_esp.png"
University of Suffolk,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/146845_1519895676311.png"
Hungarian University Of Fine Arts,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/146215_download-2020-11-28T010702.317.png"
ArtFX,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/97/97544_thumb.jpg"
Heritage Christian University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/146914_download-2020-12-03T080944.632.png"
New York University NYU Institute of Fine Arts,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/151644_FINEARTS.png"
Harrison Middleton University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/14/141328_harrison.jpeg"
Moulay Ismail University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/159937_logo2.png"
Burren College of Art,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/94/94184_thumb.png"
Shizuoka University Of Art And Culture,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/160472_SUAC.jpeg"
Underwood University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/15/150281_download.png"
Nagoya Zokei University Of Art & Design,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/16/160352_Nagoya.png"
National Film and Television School,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/97/97022_thumb.jpg"
Flexible Learning with Falmouth University,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/13/138396_falmouth.jpg"
Scuola Politecnica di Design SPD,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/17/173375_logoSPDv2.jpg"
NSCAD University  - Nova Scotia College of Art and Design,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/91/91357_thumb.png"
Mississippi College,"https://keystoneacademic-res.cloudinary.com/image/upload/a_0/e_trim:10:white/f_auto,q_auto,h_56/element/93/93639_thumb.png"
